datetime,daily_return
2024-09-05,-0.005858934950083494
2024-09-06,-0.013068268075585365
2024-09-09,0.0010586888529360294
2024-09-10,-0.006941727362573147
2024-09-11,-0.0030216944869607687
2024-09-12,-0.005296491552144289
2024-09-13,0.005885186605155468
2024-09-18,0.010711200535297394
2024-09-19,0.002559388056397438
2024-09-20,0.006370631046593189
2024-09-23,0.04131199046969414
2024-09-24,0.01848590560257435
2024-09-25,0.04468521475791931
2024-09-26,0.042038846760988235
2024-09-27,0.0778878703713417
2024-09-30,0.04392654448747635
2024-10-08,-0.07202459126710892
2024-10-09,0.016871001571416855
2024-10-10,-0.021260997280478477
2024-10-11,0.017769554629921913
2024-10-14,-0.026241492480039597
2024-10-15,0.003927773330360651
2024-10-16,-0.014461328275501728
2024-10-17,0.0263160802423954
2024-10-18,-0.0009161400957964361
2024-10-21,0.0070401448756456375
2024-10-22,0.004269907716661692
2024-10-23,-0.01023767702281475
2024-10-24,0.002671366324648261
2024-10-25,0.00561892706900835
2024-10-28,-0.010613870806992054
2024-10-29,-0.006061941850930452
2024-10-30,0.001592705026268959
2024-10-31,0.0054716188460588455
2024-11-01,0.012067880481481552
2024-11-04,0.024844255298376083
2024-11-05,-0.0016952903242781758
2024-11-06,0.03223980590701103
2024-11-07,-0.015618054196238518
2024-11-08,-0.0017236691201105714
2024-11-11,-0.008323853835463524
2024-11-12,0.006309198215603828
2024-11-13,-0.013418292626738548
2024-11-14,-0.011024716310203075
2024-11-15,0.00442148232832551
2024-11-18,-0.0012381591368466616
2024-11-19,0.0028847164940088987
2024-11-20,0.0009910266380757093
2024-11-21,-0.029650038108229637
2024-11-22,-0.002445756457746029
2024-11-25,-0.0004674486699514091
2024-11-26,0.017665352672338486
2024-11-27,-0.007212405558675528
2024-11-28,0.010585162788629532
2024-11-29,0.008033178746700287
2024-12-02,0.0054162717424333096
2024-12-03,-0.006146447733044624
2024-12-04,-0.0003793597570620477
2024-12-05,0.011152134276926517
2024-12-06,-0.0027112606912851334
2024-12-09,0.006038576364517212
2024-12-10,-0.0008370789582841098
2024-12-11,0.009279553778469563
2024-12-12,-0.022286467254161835
2024-12-13,-0.007118194829672575
2024-12-16,-8.328456897288561e-05
2024-12-17,0.005581301171332598
2024-12-18,-0.0030283129308372736
2024-12-19,-0.005126797128468752
2024-12-20,0.0013539522187784314
2024-12-23,0.012711438350379467
2024-12-24,0.00035128960735164583
2024-12-25,-0.003790350630879402
2024-12-26,0.0022084012161940336
2024-12-27,0.004535052925348282
2024-12-30,-0.017014797776937485
